Latitude,Longitude,Distance_to_Park,Proximity_to_Water,Vegetation_Density,Human_Population_Density,Reported_Conflict_Incidents
-1.9403,38.2739,4.58,0,0.43,163,3
1.2932,39.2556,14.64,1,0.77,101,2
-0.7882,35.7242,16.43,0,0.54,189,8
-1.5308,35.0914,14.36,1,0.71,86,8
-0.6272,35.0909,1.66,1,0.55,92,1
0.9132,35.0953,1.89,1,0.77,65,3
1.1884,38.1126,7.44,1,0.45,59,4
-1.3053,35.3045,15.69,0,0.66,153,10
-0.4273,35.7259,4.45,1,0.64,190,9
0.424,39.6341,1.78,0,0.64,174,6
0.4381,35.8698,15.32,0,0.45,165,4
0.3231,37.4173,12.34,1,0.34,66,0
1.1411,38.2954,9.65,0,0.5,97,2
-1.4643,37.0577,4.75,0,0.49,164,9
-0.8631,39.2576,18.69,1,0.42,147,2
1.1212,35.9718,18.58,1,0.67,133,3
1.6325,35.0101,12.58,0,0.3,74,9
-0.8569,39.5535,5.33,1,0.39,99,8
-0.0129,37.2732,5.49,0,0.79,157,4
-0.8647,38.2733,7.17,1,0.65,142,1
1.1216,37.2127,13.98,0,0.25,117,0
-0.3544,37.8808,12.46,0,0.45,153,4
-0.8069,35.2793,5.05,0,0.72,179,10
1.4873,39.7359,13.13,1,0.34,156,10
1.9089,39.6731,19.34,0,0.33,147,0
-0.986,36.347,2.86,0,0.56,193,6
-1.7556,36.6762,18.31,1,0.63,86,3
-0.3634,38.1053,17.87,1,0.71,164,1
-1.3256,36.9788,16.22,1,0.54,85,8
1.8282,37.8618,6.12,1,0.27,163,4
-0.7471,39.8088,18.29,0,0.5,156,5
-0.6844,35.3957,17.41,1,0.41,119,0
-1.8172,37.1581,7.88,0,0.55,125,1
-0.7721,36.0222,17.83,1,0.6,166,5
0.4351,35.6966,9.97,0,0.44,86,10
0.9512,36.3227,15.96,1,0.37,199,9
0.9342,38.2199,7.24,0,0.76,74,8
1.1532,39.2531,7.73,0,0.26,116,1
0.1833,35.3246,17.27,0,0.3,188,2
1.2815,38.4713,4.89,1,0.55,104,3
-0.8224,39.6873,7.49,0,0.55,109,4
0.6548,39.705,14.41,1,0.66,117,9
0.4369,35.0262,2.96,1,0.38,177,1
-0.5372,35.2354,16.9,0,0.5,167,1
1.5337,35.2497,9.63,1,0.47,154,5
0.3479,36.0287,5.57,1,0.22,104,1
1.7402,39.1117,12.07,1,0.66,100,0
0.2481,35.4323,1.6,0,0.39,66,3
0.6196,36.3512,17.02,0,0.32,158,10
1.986,35.4768,5.9,1,0.4,175,3
1.9759,37.8773,7.86,0,0.26,84,10
-0.3755,35.0967,2.37,1,0.58,129,3
-0.1214,35.8609,14.29,0,0.25,64,0
-1.1187,39.655,3.51,1,0.31,95,2
1.6831,35.5869,17.32,1,0.51,53,3
-0.5441,35.8894,2.92,0,0.6,186,10
1.6169,38.1416,16.09,1,0.2,53,8
1.1308,38.152,3.67,0,0.67,146,10
1.9596,38.5497,13.77,0,0.78,151,5
-0.0418,35.7397,10.86,0,0.22,81,0
-0.6869,35.4035,13.71,1,0.27,108,1
1.5239,35.6448,11.39,1,0.29,132,10
1.6377,37.5665,17.74,0,0.23,66,3
-0.3181,38.8838,19.75,0,0.41,119,9
1.6448,37.6605,15.48,1,0.21,185,10
1.7882,35.3252,2.62,1,0.38,109,3
-1.5651,36.1307,1.41,0,0.66,149,5
-1.1888,36.9044,19.91,1,0.35,96,5
0.2584,35.7612,1.85,1,0.32,116,10
1.2685,36.1401,18.92,1,0.6,148,4
-0.8257,37.0912,9.12,0,0.32,107,7
-0.6314,39.7019,9.73,0,0.49,137,5
-1.1532,35.709,11.71,1,0.26,101,0
-0.5277,39.0041,15.09,0,0.51,136,6
1.6059,38.5731,3.6,0,0.38,151,5
0.9236,36.2153,10.29,0,0.67,199,9
1.8035,36.4351,19.35,0,0.37,174,7
-1.8798,35.5935,17.81,0,0.49,191,10
0.0985,35.9321,13.17,1,0.63,185,5
-1.5556,36.7546,6.45,0,0.45,166,3
0.3799,35.7605,16.79,1,0.53,178,5
0.3396,38.6664,1.54,0,0.64,88,6
-1.3256,37.4784,3.82,1,0.79,124,1
1.0133,39.1306,5.9,0,0.79,155,4
0.941,37.5703,15.94,1,0.49,186,7
0.6414,38.61,17.49,0,0.6,137,5
0.2075,36.538,10.9,0,0.69,182,1
-1.5054,37.3208,3.11,0,0.52,151,0
1.3534,38.6804,17.99,1,0.51,116,0
0.1598,39.174,7.07,1,0.4,179,5
1.6778,35.647,14.68,1,0.51,168,2
0.3087,36.5399,16.43,0,0.44,143,0
0.8837,36.549,9.13,0,0.4,116,2
0.0376,37.7001,15.1,0,0.35,157,1
-0.5349,35.885,16.1,1,0.29,146,10
-1.6955,36.7181,17.56,1,0.36,66,1
1.6533,37.5057,4.09,0,0.52,124,4
0.9641,38.7337,8.28,0,0.78,143,4
0.6689,39.0036,3.32,1,0.71,199,7
-1.7499,36.7279,14.07,1,0.78,140,8
1.1246,36.6132,3.52,1,0.28,119,9
0.1198,36.5715,17.9,1,0.74,141,4
-0.8287,38.9558,19.15,1,0.38,168,0
0.5442,36.375,17.45,1,0.77,188,8
-0.9739,35.9239,19.44,0,0.51,153,5
-0.497,39.438,11.69,0,0.71,103,8
-0.7599,36.7161,9.22,1,0.75,170,10
-0.0907,35.3454,4.67,1,0.49,181,8
1.645,37.1477,10.0,1,0.38,133,6
1.866,35.3659,7.48,1,0.61,54,1
-0.5015,36.4438,18.87,1,0.38,179,5
0.913,35.3746,17.94,1,0.49,115,9
1.4606,37.668,6.32,1,0.26,82,1
0.9902,39.0867,1.67,1,0.28,72,8
-0.0379,38.4188,5.83,0,0.73,180,1
1.4282,39.646,4.08,0,0.76,162,10
0.8197,36.215,18.2,1,0.35,91,0
-0.2749,39.2488,7.29,1,0.31,193,8
-0.2736,39.4895,12.43,1,0.76,157,7
-1.8697,38.715,18.53,1,0.29,180,4
-1.8895,37.6061,10.03,1,0.21,75,8
0.3587,37.7409,6.92,0,0.29,112,0
-1.0904,37.7327,5.82,1,0.44,50,5
0.2704,38.9996,1.38,1,0.65,78,2
-1.5013,37.6305,5.25,0,0.63,156,7
-1.6549,38.2546,18.14,1,0.32,85,5
-1.6135,36.118,11.31,1,0.74,185,1
-1.5228,35.2108,8.78,0,0.48,78,1
0.7872,39.0494,14.33,0,0.53,86,10
-1.4339,36.94,18.08,0,0.67,70,7
-1.4968,39.834,13.74,1,0.54,162,6
-1.9027,37.3348,10.65,1,0.5,155,2
1.0678,39.9726,7.67,0,0.41,177,7
0.393,36.6491,3.43,1,0.53,188,5
1.9195,38.9722,7.67,0,0.34,165,8
0.0894,35.7137,18.15,0,0.34,82,7
0.9814,35.9031,11.02,0,0.45,109,4
-1.7831,36.1054,18.38,1,0.61,197,7
1.6453,36.4549,15.77,1,0.61,163,10
1.3847,36.936,7.56,1,0.53,99,10
-0.5882,37.5953,4.73,1,0.52,122,2
-0.1128,36.4262,18.02,1,0.52,56,6
-1.5291,37.3061,2.57,0,0.27,177,8
-1.2528,38.9903,9.74,1,0.35,192,3
1.559,39.4302,14.05,0,0.74,59,1
0.7421,39.8947,7.44,1,0.28,50,4
0.0632,35.1621,14.57,1,0.44,58,10
1.4071,37.1789,9.69,0,0.37,164,3
1.8146,38.3893,14.47,0,0.66,189,0
-0.3824,39.3294,18.25,0,0.29,197,1
0.197,35.5355,14.18,1,0.56,89,1
-0.8736,35.9153,17.33,0,0.45,136,0
-1.0946,38.9387,13.27,1,0.66,91,8
-1.746,37.521,2.07,0,0.46,153,7
0.7066,38.2917,8.85,1,0.49,102,10
0.4039,39.6272,8.69,0,0.45,159,5
-0.2744,39.8616,3.9,1,0.24,157,2
-0.1078,39.0735,9.76,1,0.57,144,3
1.2219,35.9486,11.64,1,0.48,74,0
-1.2893,37.4469,19.83,1,0.6,121,4
-1.8375,38.5799,12.39,1,0.42,162,6
-1.2853,35.844,13.63,0,0.7,85,4
-1.0423,38.0924,13.49,0,0.57,114,6
-1.7086,37.6634,19.95,0,0.4,101,4
-1.9428,37.0683,2.09,1,0.24,82,3
-0.1524,36.0413,6.9,1,0.63,58,4
-0.7474,39.0293,18.07,0,0.64,184,0
1.5836,38.3193,4.64,0,0.75,99,6
0.8328,38.7964,16.38,0,0.61,96,0
-0.115,35.2125,6.1,1,0.24,155,3
0.147,39.416,7.54,0,0.53,150,0
-0.9554,37.4806,14.28,1,0.66,51,6
1.8569,37.7528,12.65,0,0.35,119,10
0.9413,37.0473,9.04,0,0.7,161,9
-1.0585,36.0237,4.19,0,0.78,109,8
-1.1936,36.1549,13.56,1,0.67,124,1
-0.3137,37.9393,12.27,1,0.69,140,8
-1.331,35.3069,10.89,1,0.53,144,9
1.638,36.5959,11.96,0,0.55,106,2
1.6588,39.4842,11.77,1,0.69,71,1
0.0301,38.0971,19.74,1,0.69,82,10
0.1973,36.9787,4.2,1,0.65,133,10
1.188,36.2458,2.23,0,0.26,170,4
1.1944,35.1974,6.08,0,0.41,186,2
0.2563,36.4716,17.79,0,0.69,113,1
0.9131,39.4332,12.52,1,0.53,170,7
1.7449,39.0903,11.24,0,0.75,150,7
1.382,38.8568,18.54,1,0.61,170,3
-0.1246,39.5955,3.89,0,0.38,64,7
-1.075,36.2511,11.37,1,0.5,145,2
-0.2979,39.0357,4.0,0,0.59,67,7
-1.32,36.0758,7.91,0,0.39,127,0
1.3753,39.3193,18.37,1,0.77,136,9
-1.8501,38.2976,6.65,0,0.54,169,1
-0.6716,36.8308,5.55,1,0.57,124,8
1.1886,38.3807,8.96,1,0.37,63,9
-0.5489,35.0783,9.92,1,0.7,155,5
-1.1251,38.3108,16.12,1,0.72,70,2
1.65,35.3676,10.85,1,0.21,93,1
1.7725,35.7304,6.37,1,0.21,120,5
0.2708,38.702,19.47,1,0.66,93,3
0.3797,38.7858,1.1,1,0.64,186,3
1.6072,35.839,8.8,1,0.59,157,7
-1.9631,35.3873,16.97,0,0.75,74,5
-1.77,39.3072,12.47,1,0.53,107,1
0.259,36.7087,2.1,0,0.68,90,5
0.1725,38.8937,19.37,0,0.25,77,2
0.5325,35.6645,5.05,0,0.37,121,4
0.7155,36.2695,1.93,1,0.36,165,6
1.858,36.4961,13.35,1,0.76,92,6
-1.3608,38.4774,17.41,0,0.34,199,10
0.0603,37.3708,1.94,1,0.21,83,8
-1.8401,38.0744,11.9,1,0.77,74,7
-0.1171,38.4104,11.28,0,0.35,79,4
-1.6096,39.781,11.1,0,0.58,190,7
-0.2986,35.6012,12.48,1,0.76,73,9
-0.7228,37.6864,1.85,0,0.23,87,0
-1.2103,38.8957,17.24,1,0.78,171,5
-1.0578,36.5463,4.47,0,0.79,61,0
-0.6374,39.9704,12.94,1,0.25,134,7
0.9319,39.5529,9.59,1,0.68,53,4
-0.7352,36.8588,6.41,0,0.34,126,10
-0.5159,37.6802,12.17,1,0.59,103,4
1.2086,39.6205,15.16,1,0.59,103,3
0.4109,38.7797,12.01,1,0.31,81,3
0.5446,36.0565,17.12,0,0.44,84,6
0.126,37.5353,7.51,0,0.42,164,7
-1.8628,37.9732,11.69,1,0.58,152,3
0.2227,38.7359,8.11,0,0.54,169,0
-0.8468,35.3545,14.94,0,0.46,75,6
-0.5899,39.0855,6.03,1,0.61,150,5
-0.478,39.9363,6.62,1,0.73,132,2
0.4171,39.2684,14.21,0,0.52,127,7
0.0453,38.7261,18.74,1,0.24,163,3
1.2622,38.7925,19.68,0,0.35,64,5
0.9949,35.9074,1.64,1,0.53,101,2
-1.8215,38.4778,9.07,1,0.26,143,5
1.7752,38.763,18.36,0,0.2,136,0
-1.0476,35.7895,12.19,1,0.65,87,8
1.5716,35.1109,14.98,0,0.34,88,4
-1.8165,36.4355,5.52,0,0.57,156,2
-1.7365,38.1976,7.13,0,0.2,57,0
-0.4237,38.8714,19.41,1,0.32,61,5
-0.7347,38.32,10.42,0,0.73,120,0
-1.4252,37.6416,8.3,1,0.28,200,0
-1.1521,39.1996,7.42,1,0.41,83,4
-0.0902,38.7096,8.81,0,0.32,127,4
-0.2797,38.2225,9.73,1,0.51,98,0
0.3546,39.453,11.3,1,0.77,124,10
0.5816,38.8423,3.24,0,0.26,166,6
1.6234,39.1674,13.51,1,0.31,104,2
0.9263,36.2084,9.51,0,0.26,141,4
-1.2175,37.4523,19.93,0,0.26,163,3
1.1475,36.0995,11.99,1,0.7,148,1
0.0971,39.9743,11.93,1,0.69,187,6
-0.4111,35.025,16.03,0,0.23,188,2
1.8577,39.8914,14.04,0,0.37,105,6
1.4796,37.8519,4.91,1,0.49,147,2
0.159,38.9035,10.9,1,0.34,70,9
1.2071,36.6094,1.32,0,0.36,71,1
0.1207,39.224,17.27,0,0.3,94,5
-1.9808,38.3572,12.4,0,0.78,152,2
-1.0057,37.3607,5.97,0,0.41,144,3
1.6142,39.5323,9.43,1,0.24,91,0
-1.4226,39.6654,6.93,1,0.76,80,2
1.3597,39.9978,19.96,1,0.61,110,9
1.7225,37.6307,4.61,1,0.4,127,3
-0.1994,39.1501,4.51,0,0.47,192,10
1.8971,37.2956,16.43,1,0.53,119,2
-0.9777,39.2604,6.87,1,0.27,104,10
0.3452,38.2133,8.57,0,0.41,179,8
1.85,35.2168,17.19,0,0.33,187,6
-0.4891,35.3253,15.16,0,0.36,179,6
0.6599,39.0741,18.53,1,0.78,137,10
0.3622,35.9957,2.7,1,0.38,163,0
-0.1616,37.6628,2.46,0,0.52,148,4
-1.361,37.1156,9.8,1,0.58,72,1
-0.4194,38.9061,2.49,0,0.53,92,5
-1.7544,39.189,4.62,0,0.63,75,1
0.2356,39.4865,1.55,1,0.52,99,10
0.9803,36.1145,3.89,1,0.77,67,2
0.9405,37.4037,2.61,1,0.69,189,8
0.5316,39.4774,14.85,1,0.24,129,7
0.7116,39.7139,4.64,1,0.36,83,4
-1.0785,39.6395,1.05,0,0.6,76,10
-0.229,37.402,3.47,0,0.54,137,0
-1.18,38.8366,1.98,0,0.51,51,5
-1.4239,35.019,17.79,1,0.24,195,5
-1.8817,38.7924,17.94,1,0.24,82,5
0.9324,39.5821,5.69,1,0.46,171,10
-1.8931,36.386,5.32,1,0.64,139,5
1.8711,35.8522,16.89,0,0.55,84,1
-0.3767,38.9079,13.88,0,0.56,127,9
0.9452,38.0479,1.75,1,0.46,82,3
0.2804,37.8495,10.73,0,0.5,73,7
-1.0487,35.9214,10.74,0,0.71,192,4
1.1733,36.0876,10.47,1,0.58,58,2
1.4656,35.5084,8.21,1,0.23,185,5
1.6308,38.7341,3.96,0,0.41,57,5
-0.782,39.7693,19.46,0,0.63,95,0
0.3458,39.9216,3.93,1,0.75,79,10
0.4089,37.9233,11.11,0,0.5,160,2
-1.9062,36.3548,17.43,1,0.29,62,0
0.0425,38.7262,19.31,0,0.78,110,9
1.855,38.6454,14.91,1,0.62,123,3
-0.9156,36.5219,16.78,1,0.4,125,9
0.6592,35.7068,5.01,1,0.27,95,2
-1.8874,35.5353,17.86,0,0.34,57,5
1.6443,38.8257,15.52,0,0.48,64,8
1.5864,38.9771,17.0,0,0.41,124,6
1.3009,36.4217,10.71,0,0.41,95,4
-1.46,36.3988,10.53,1,0.25,72,2
1.25,37.6544,12.74,0,0.47,96,10
-0.0349,35.0889,2.81,1,0.44,165,10
0.6438,37.2125,8.79,1,0.77,170,8
-1.5544,39.37,13.13,1,0.38,180,6
-0.4797,36.6145,13.64,0,0.32,181,6
-0.0445,35.3899,16.87,1,0.69,135,6
-0.2471,38.716,13.23,0,0.59,186,8
-0.9512,35.1374,14.97,0,0.63,186,8
0.3542,36.2743,2.34,0,0.75,104,5
-0.8728,35.5842,10.92,0,0.31,125,7
-1.7281,35.0726,5.78,1,0.7,115,7
1.0711,38.0152,12.14,0,0.36,131,4
-1.1943,35.4579,12.52,0,0.76,102,9
-1.773,38.1404,14.9,1,0.69,84,3
0.9729,36.6783,5.49,0,0.34,138,2
0.3169,39.9877,4.58,0,0.41,91,4
-1.4177,39.1112,4.46,0,0.78,146,3
-1.693,39.9463,11.46,1,0.52,143,7
0.4018,39.1752,19.83,0,0.21,193,0
-0.2092,38.5045,5.45,0,0.24,155,5
-1.1472,37.1656,2.79,1,0.51,137,2
-1.4353,35.3889,3.85,1,0.4,181,4
-0.1818,37.768,19.7,1,0.42,181,6
0.6267,38.0877,1.33,1,0.32,175,4
1.2237,36.7244,19.62,0,0.66,75,8
-0.4086,39.6753,5.71,1,0.4,107,6
1.9634,36.7857,18.93,1,0.78,98,10
-1.0435,39.1859,14.11,1,0.47,127,4
-1.7362,37.2902,9.89,0,0.39,53,6
-1.4066,39.8653,4.84,1,0.6,76,2
-1.1998,36.2311,10.33,1,0.61,69,4
-0.4956,38.1633,14.91,1,0.38,99,2
-0.5598,39.3407,15.43,0,0.76,95,10
-1.3591,36.33,6.03,1,0.21,171,10
1.1447,39.3623,12.56,0,0.33,196,3
-0.462,39.4989,17.71,1,0.47,196,2
-0.2551,36.2659,17.68,0,0.71,138,1
1.5157,38.391,16.85,1,0.46,189,2
-0.9387,38.7408,7.04,0,0.25,59,10
-1.5696,36.6042,10.62,1,0.64,73,2
0.0376,38.2523,12.66,0,0.76,191,6
0.5572,37.9155,4.92,1,0.69,56,8
-1.4351,36.0504,19.35,0,0.76,77,10
1.1561,38.1446,19.18,0,0.42,186,3
-0.8776,36.5022,12.73,0,0.69,69,8
-1.0116,36.5744,6.26,1,0.49,136,4
1.4829,37.2989,1.73,0,0.31,122,9
-1.055,37.2847,15.87,1,0.36,90,7
0.5279,37.7333,3.95,1,0.3,152,3
-1.0043,39.9189,15.51,1,0.68,93,2
-0.9307,35.9811,7.85,1,0.65,77,8
0.8061,35.4385,10.21,0,0.39,188,5
-1.4067,39.592,13.4,1,0.35,132,4
-0.1864,38.8561,11.13,1,0.34,61,0
-1.1771,39.3617,9.77,1,0.24,76,3
-0.2969,39.5983,13.9,1,0.59,126,3
0.0518,38.314,14.58,1,0.36,87,8
-0.4456,38.3427,1.5,1,0.39,72,1
-1.8052,39.2043,8.33,1,0.21,100,1
1.7339,35.9994,4.88,0,0.35,79,1
1.3646,38.3114,15.38,1,0.56,184,2
0.3878,37.8629,13.74,1,0.6,184,8
-0.1664,39.8781,11.11,0,0.68,101,8
1.1066,36.4489,17.8,0,0.53,135,2
1.9686,39.529,16.6,0,0.6,178,8
0.2766,35.5544,5.75,0,0.45,182,1
-1.6532,37.0783,11.41,0,0.34,172,9
-0.8371,38.5417,12.04,0,0.25,100,3
-1.6481,39.687,18.13,1,0.49,167,0
0.8969,36.252,13.39,0,0.75,168,6
-1.7319,35.2595,5.22,0,0.27,78,5
0.3874,38.4452,6.8,1,0.6,88,7
1.5579,37.0753,10.53,0,0.72,156,1
1.3304,38.2132,13.66,1,0.71,67,10
-0.4323,35.2046,11.66,0,0.75,182,4
-0.2241,38.6777,2.53,1,0.46,135,0
-0.8867,36.2808,15.2,0,0.62,77,7
1.5838,36.9713,13.18,1,0.72,195,7
0.77,38.7075,19.85,1,0.56,52,4
0.685,37.0725,10.34,1,0.78,78,8
-1.0805,38.8876,17.23,0,0.27,83,6
-1.632,36.4444,14.5,1,0.68,164,7
0.9863,35.5222,16.79,1,0.61,139,1
-0.8032,37.7914,18.68,0,0.25,145,10
-1.8922,39.9486,3.81,0,0.49,54,8
-1.4812,39.716,17.81,0,0.33,77,4
-0.8584,36.966,15.54,0,0.68,78,10
0.962,37.6182,4.08,1,0.5,142,5
-0.6794,35.6604,9.52,0,0.32,103,10
1.9871,39.2132,12.41,1,0.55,136,10
-0.94,38.2795,2.76,1,0.26,76,4
-1.176,38.5566,10.98,1,0.61,81,6
1.6972,36.6028,3.43,0,0.29,137,1
-0.078,36.501,8.82,1,0.57,195,4
0.8886,37.5806,7.4,0,0.3,140,10
-1.2758,35.004,16.58,1,0.46,149,2
0.2227,39.9027,10.53,0,0.62,127,5
1.8326,37.508,14.5,0,0.4,176,0
-0.8594,39.7412,8.23,0,0.28,170,8
1.6933,39.0966,8.86,1,0.54,70,10
-1.9665,36.0275,10.54,1,0.59,133,4
-0.9408,38.1243,9.12,0,0.55,176,4
-0.8536,36.1426,14.96,0,0.52,179,2
-0.279,35.271,19.93,0,0.36,84,2
0.0236,38.5697,17.61,0,0.58,179,5
-1.6162,39.4473,7.06,1,0.69,186,9
-0.0822,39.8857,14.77,1,0.57,110,0
1.1275,38.2748,15.25,0,0.41,151,5
-1.7232,38.8862,1.81,0,0.48,88,6
-0.7018,35.64,6.8,0,0.52,180,1
-1.0781,36.9409,14.71,0,0.27,172,7
-1.7432,36.4841,14.63,1,0.52,53,6
0.5979,36.3399,1.03,1,0.38,158,10
-1.3508,37.1325,4.08,0,0.24,182,7
-0.0763,35.1099,7.5,0,0.73,148,6
0.5688,39.1134,14.41,0,0.69,75,4
0.022,38.3677,7.86,1,0.55,184,9
0.4151,36.72,1.02,0,0.41,85,1
1.4503,37.7794,10.62,0,0.64,53,6
-0.7319,35.3359,6.32,0,0.42,93,10
-1.9224,39.7474,18.5,1,0.26,81,3
1.9304,35.088,5.19,0,0.61,143,8
-1.8463,38.5271,17.5,1,0.7,137,9
-1.2281,36.7859,4.66,0,0.79,90,9
-0.7698,38.7811,18.39,1,0.25,191,5
1.9309,37.1733,8.65,1,0.59,175,4
-0.342,37.3188,2.25,0,0.46,130,10
-1.7222,39.6391,17.64,1,0.78,124,5
1.6803,37.8121,18.78,1,0.42,109,8
-0.2067,36.5783,11.65,0,0.23,89,9
-0.8744,37.8066,19.9,0,0.21,129,10
1.3472,35.8772,10.96,0,0.27,83,6
1.1683,35.6964,8.06,1,0.75,199,7
-0.6844,37.4165,14.04,1,0.57,159,2
0.1211,38.2025,9.41,0,0.49,75,0
-1.5335,36.9193,6.4,0,0.27,67,1
0.3107,38.5019,11.28,1,0.47,162,5
-1.8748,36.7117,6.03,0,0.62,109,9
0.5702,39.0543,18.45,1,0.55,137,2
1.177,39.2225,5.12,1,0.24,165,1
-0.4009,39.9859,9.92,1,0.6,155,8
-1.4092,37.3604,2.77,1,0.21,131,8
1.2659,37.1407,15.55,0,0.33,127,1
1.2667,35.4858,15.04,0,0.72,199,1
-1.6308,36.7019,15.67,1,0.46,141,2
1.643,35.2748,4.04,0,0.67,131,9
-0.4674,36.4242,17.85,0,0.3,185,9
-1.0767,37.4569,11.16,0,0.7,139,0
-0.6306,38.6836,16.41,1,0.3,53,9
0.1268,39.5039,5.78,1,0.65,177,8
-0.8649,35.1532,8.91,1,0.48,69,2
1.0149,35.1944,7.06,1,0.78,122,7
-0.8801,38.8299,1.09,0,0.23,130,1
-1.2811,35.3456,16.51,1,0.78,186,2
-0.6097,39.5444,10.18,0,0.63,161,5
1.6231,36.8414,19.4,1,0.8,65,2
-1.1027,39.0504,2.8,1,0.32,182,0
0.5564,38.7886,8.33,1,0.79,101,0
-1.6426,38.8454,16.23,0,0.38,81,2
1.7426,37.1782,8.8,1,0.25,149,6
-1.113,38.405,16.58,0,0.31,166,4
-0.5445,37.8051,11.51,0,0.77,94,9
-0.1717,39.5781,17.3,1,0.24,175,5
-0.5295,39.9058,17.05,0,0.79,199,2
-1.5271,35.0321,10.74,1,0.68,112,8
1.3591,36.8845,16.11,0,0.71,174,8
-0.7726,38.2118,5.66,0,0.62,193,8
1.0046,35.7576,9.65,1,0.33,143,8
1.2497,36.0192,7.71,1,0.76,170,5
-1.0691,36.0621,3.86,1,0.46,82,5
-0.1142,38.7643,19.44,0,0.5,151,6
-1.4841,38.9295,18.34,0,0.38,73,7
1.2907,37.7226,9.47,1,0.52,115,3
0.7979,35.2503,11.96,1,0.58,75,5
-0.7119,37.5057,8.44,0,0.47,177,9
0.0153,36.8834,6.07,0,0.48,73,9
-1.7528,36.2174,19.28,1,0.68,122,9
-1.3508,39.0616,12.87,1,0.47,166,3
1.5359,39.6222,14.0,1,0.4,151,1
1.2712,35.6382,18.97,0,0.46,192,10
-1.9295,38.0353,12.48,1,0.56,52,4
0.8606,39.7401,17.64,1,0.62,158,7
1.379,35.9708,5.41,1,0.66,101,7
-0.5607,38.9107,4.9,0,0.74,196,3
1.3472,36.9876,17.5,0,0.71,180,5
-1.3913,39.4828,5.88,1,0.58,173,10
0.2796,39.3484,3.6,0,0.69,115,5
-0.3315,38.9436,14.04,1,0.58,183,2
1.6728,38.1111,11.9,0,0.26,63,7
-1.0352,37.2899,5.65,1,0.33,169,8
0.0195,37.2529,6.13,1,0.7,110,4
0.5727,38.4833,16.55,0,0.39,189,10
-1.82,35.8267,17.81,0,0.37,185,3
-1.8838,38.8418,5.06,1,0.69,106,6
-1.1191,36.2514,6.95,1,0.3,90,2
-1.2811,38.5727,15.73,1,0.61,175,5
0.4398,36.5756,8.68,0,0.58,116,1
-0.5958,37.3679,10.98,0,0.5,182,7
1.1514,35.4059,12.3,0,0.23,90,3
1.5726,39.7651,19.07,0,0.56,126,3
-0.7074,38.9961,14.54,1,0.5,94,8
1.5603,35.3604,4.51,1,0.36,53,1
0.4598,37.2799,8.5,1,0.24,112,7
-1.2946,36.1529,8.49,0,0.64,120,5
0.5119,35.8503,14.74,1,0.75,103,8
-1.1536,39.4021,11.42,0,0.58,95,0
-1.5305,38.0988,16.99,1,0.53,191,5
-1.1268,39.2648,1.8,0,0.62,134,6
-0.7661,38.1679,8.81,1,0.71,52,6
-0.0568,38.2131,18.65,1,0.58,118,2
1.9499,37.5555,18.67,1,0.47,190,9
-1.7572,35.2181,10.88,1,0.4,61,0
1.3153,39.123,2.05,1,0.79,111,7
0.439,36.6319,16.21,0,0.7,163,4
0.6773,38.508,18.96,1,0.74,177,1
1.8463,38.9468,15.88,0,0.28,176,7
-0.5644,35.2671,5.98,0,0.66,54,6
0.6389,35.2825,1.57,0,0.27,106,6
-1.6371,37.0706,10.79,0,0.58,103,10
-0.8376,36.3021,12.19,1,0.59,130,6
0.5153,36.664,4.39,0,0.45,179,5
0.2448,38.3434,6.42,1,0.3,169,6
0.2212,36.0893,6.21,1,0.52,66,3
-0.4438,39.2076,4.01,0,0.33,183,8
-1.1371,36.0602,5.79,1,0.44,105,9
-1.8376,37.9653,14.28,0,0.46,110,7
-1.3619,35.4013,13.3,0,0.38,60,2
0.7965,36.1227,6.57,1,0.26,92,5
1.7126,38.8068,16.97,1,0.27,115,8
-0.727,36.8765,3.25,1,0.59,192,10
0.4905,38.018,7.26,0,0.21,50,1
-1.7461,39.6832,7.3,1,0.75,135,10
0.4294,37.4814,2.77,0,0.22,186,6
0.1281,37.5279,14.25,0,0.71,173,10
1.9768,38.6933,9.38,0,0.54,181,3
1.8686,39.8439,8.17,0,0.31,70,1
0.3884,39.6651,1.27,0,0.7,180,2
-0.457,38.8158,12.53,1,0.67,122,7
-0.4093,36.9651,11.49,0,0.26,79,10
1.8819,35.7025,19.06,1,0.23,171,9
1.5885,36.6013,9.85,0,0.3,61,6
1.841,35.2979,1.84,1,0.46,136,10
-1.7027,38.3417,16.08,0,0.51,177,7
1.9823,38.7543,12.6,1,0.42,165,9
-1.127,36.9566,11.13,0,0.75,50,3
-1.7161,38.7241,13.11,0,0.36,174,2
0.9166,38.8659,4.35,1,0.26,119,2
0.9216,36.7035,2.6,0,0.4,113,8
-0.9886,37.0923,15.25,0,0.46,163,6
-0.8499,36.7746,11.27,0,0.33,175,9
0.5535,38.8603,8.41,0,0.28,60,3
-0.4525,39.2195,3.86,1,0.72,120,9
-1.5385,39.9993,8.6,0,0.55,184,7
-1.0636,37.5072,12.12,0,0.38,158,1
-1.8949,36.8476,5.09,0,0.58,200,2
0.3213,36.3603,4.43,1,0.28,116,4
-0.8528,39.4568,12.89,0,0.3,111,0
0.0095,35.4707,19.18,0,0.35,90,8
1.8128,38.1012,12.11,0,0.62,115,8
1.7402,38.1312,2.59,1,0.45,97,0
0.1159,39.0655,9.15,1,0.4,156,2
